name,latitude,longitude,power_kw,type,operator,city,status,data_source,station_id,machine_id
THE ATMOSPHERIC FUND (TORONTO A,43.8027865,-79.42051956,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2883,M00000
THE ATMOSPHERIC FUND (TORONTO A,43.8027865,-79.42051956,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2883,M00001
THE ATMOSPHERIC FUND (TORONTO A,43.8027865,-79.42051956,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2883,M00002
THE ATMOSPHERIC FUND (TORONTO A,43.8027865,-79.42051956,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2883,M00003
THE ATMOSPHERIC FUND (TORONTO A,43.8027865,-79.42051956,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2883,M00004
THE ATMOSPHERIC FUND (TORONTO A,43.8027865,-79.42051956,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2883,M00005
THE ATMOSPHERIC FUND (TORONTO A,43.8027865,-79.42051956,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2883,M00006
THE ATMOSPHERIC FUND (TORONTO A,43.8027865,-79.42051956,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2883,M00007
THE ATMOSPHERIC FUND (TORONTO A,43.8027865,-79.42051956,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2883,M00008
THE ATMOSPHERIC FUND (TORONTO A,43.66879499,-79.30739886,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2838,M00009
THE ATMOSPHERIC FUND (TORONTO A,43.66879499,-79.30739886,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2838,M00010
THE ATMOSPHERIC FUND (TORONTO A,43.66799494,-79.31090027,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2837,M00011
THE ATMOSPHERIC FUND (TORONTO A,43.66799494,-79.31090027,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2837,M00012
THE ATMOSPHERIC FUND (TORONTO A,43.68623073,-79.31398736,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2854,M00013
THE ATMOSPHERIC FUND (TORONTO A,43.68623073,-79.31398736,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2854,M00014
THE ATMOSPHERIC FUND (TORONTO A,43.67127064,-79.34288429,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2840,M00015
THE ATMOSPHERIC FUND (TORONTO A,43.67127064,-79.34288429,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2840,M00016
THE ATMOSPHERIC FUND (TORONTO A,43.6800478,-79.33554647,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2847,M00017
THE ATMOSPHERIC FUND (TORONTO A,43.6800478,-79.33554647,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2847,M00018
THE ATMOSPHERIC FUND (TORONTO A,43.67931595,-79.42532287,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2846,M00019
THE ATMOSPHERIC FUND (TORONTO A,43.67931595,-79.42532287,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2846,M00020
THE ATMOSPHERIC FUND (TORONTO A,43.65781618,-79.46662306,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2830,M00021
THE ATMOSPHERIC FUND (TORONTO A,43.65781618,-79.46662306,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2830,M00022
THE ATMOSPHERIC FUND (TORONTO A,43.68194783,-79.3168261,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2849,M00023
THE ATMOSPHERIC FUND (TORONTO A,43.68194783,-79.3168261,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2849,M00024
THE ATMOSPHERIC FUND (TORONTO A,43.67733841,-79.33867974,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2844,M00025
THE ATMOSPHERIC FUND (TORONTO A,43.67733841,-79.33867974,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2844,M00026
THE ATMOSPHERIC FUND (TORONTO A,43.67591731,-79.33811003,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2842,M00027
THE ATMOSPHERIC FUND (TORONTO A,43.67591731,-79.33811003,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2842,M00028
THE ATMOSPHERIC FUND (TORONTO A,43.66394798,-79.37203942,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2835,M00029
THE ATMOSPHERIC FUND (TORONTO A,43.66364867,-79.372295,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2834,M00030
THE ATMOSPHERIC FUND (TORONTO A,43.69128083,-79.38769809,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2855,M00031
THE ATMOSPHERIC FUND (TORONTO A,43.69128083,-79.38769809,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2855,M00032
THE ATMOSPHERIC FUND (TORONTO A,43.66140019,-79.42243899,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2833,M00033
THE ATMOSPHERIC FUND (TORONTO A,43.66140019,-79.42243899,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2833,M00034
THE ATMOSPHERIC FUND (TORONTO A,43.65974617,-79.42843807,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2831,M00035
THE ATMOSPHERIC FUND (TORONTO A,43.65974617,-79.42843807,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2831,M00036
THE ATMOSPHERIC FUND (TORONTO A,43.6639929,-79.46172067,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2836,M00037
THE ATMOSPHERIC FUND (TORONTO A,43.6639929,-79.46172067,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2836,M00038
THE ATMOSPHERIC FUND (TORONTO A,43.66120331,-79.4800382,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2832,M00039
THE ATMOSPHERIC FUND (TORONTO A,43.66120331,-79.4800382,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2832,M00040
THE ATMOSPHERIC FUND (TORONTO A,43.94868102,-78.85120276,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2902,M00041
THE ATMOSPHERIC FUND (TORONTO A,43.94868102,-78.85120276,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2902,M00042
THE ATMOSPHERIC FUND (TORONTO A,43.85973461,-78.84651396,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2892,M00043
THE ATMOSPHERIC FUND (TORONTO A,43.85973461,-78.84651396,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2892,M00044
THE ATMOSPHERIC FUND (TORONTO A,43.88803027,-78.89079568,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2895,M00045
THE ATMOSPHERIC FUND (TORONTO A,43.88803027,-78.89079568,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2895,M00046
THE ATMOSPHERIC FUND (TORONTO A,43.87603356,-78.83859417,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2894,M00047
THE ATMOSPHERIC FUND (TORONTO A,43.87603356,-78.83859417,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2894,M00048
THE ATMOSPHERIC FUND (TORONTO A,43.89900772,-78.86054633,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2901,M00049
THE ATMOSPHERIC FUND (TORONTO A,43.89900772,-78.86054633,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2901,M00050
THE ATMOSPHERIC FUND (TORONTO A,43.89732518,-78.86810563,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2899,M00051
THE ATMOSPHERIC FUND (TORONTO A,43.89732518,-78.86810563,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2899,M00052
THE ATMOSPHERIC FUND (TORONTO A,43.89795681,-78.86589147,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2900,M00053
THE ATMOSPHERIC FUND (TORONTO A,43.89795681,-78.86589147,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2900,M00054
THE ATMOSPHERIC FUND (TORONTO A,43.8963893,-78.86564322,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2898,M00055
THE ATMOSPHERIC FUND (TORONTO A,43.8963893,-78.86564322,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Oshawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2898,M00056
THE ATMOSPHERIC FUND (TORONTO A,43.76221214,-79.4938742,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,North York,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2873,M00057
THE ATMOSPHERIC FUND (TORONTO A,43.76221214,-79.4938742,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,North York,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2873,M00058
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00059
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00060
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00061
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00062
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00063
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00064
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00065
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00066
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00067
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00068
THE ATMOSPHERIC FUND (TORONTO A,43.96820779,-79.27600909,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Stouffville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2903,M00069
THE ATMOSPHERIC FUND (TORONTO A,43.67177755,-79.29633759,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2841,M00070
THE ATMOSPHERIC FUND (TORONTO A,43.67177755,-79.29633759,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2841,M00071
THE ATMOSPHERIC FUND (TORONTO A,43.67177755,-79.29633759,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2841,M00072
THE ATMOSPHERIC FUND (TORONTO A,43.67177755,-79.29633759,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2841,M00073
THE ATMOSPHERIC FUND (TORONTO A,43.67177755,-79.29633759,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2841,M00074
THE ATMOSPHERIC FUND (TORONTO A,43.67177755,-79.29633759,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2841,M00075
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00076
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00077
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00078
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00079
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00080
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00081
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00082
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00083
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00084
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00085
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00086
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00087
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00088
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00089
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00090
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00091
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00092
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00093
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00094
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00095
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00096
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00097
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00098
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00099
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00100
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00101
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00102
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00103
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00104
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00105
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00106
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00107
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00108
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00109
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00110
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00111
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00112
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00113
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00114
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00115
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2822,M00116
THE ATMOSPHERIC FUND (TORONTO A,43.63646874,-79.46627159,7.2,Level 2,THE ATMOSPHERIC FUND (TORONTO A,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca),S2823,M00117
