name,latitude,longitude,operator,city,type,status,machine_count,avg_power_kw,station_id
 Brookstreet Hotel a division of Wesley Clover International Corporation,45.34917,-75.91758, Brookstreet Hotel a division of Wesley Clover International Corporation,Ottawa,DC Fast,Not started,2,50.0,S0000
#NAME?,42.940262,-81.255579,#NAME?,London,DC Fast,Not started,5,50.0,S0001
#NAME?,42.940262,-81.255579,#NAME?,London,Level 2,Not started,20,7.2,S0002
#NAME?,42.950224,-81.25793,#NAME?,London,DC Fast,Not started,2,50.0,S0003
#NAME?,42.950224,-81.25793,#NAME?,London,Level 2,Not started,4,7.2,S0004
#NAME?,43.31906,-80.84296,#NAME?,Tavistock,Level 2,Not started,6,7.2,S0005
#NAME?,43.39986714750935,-79.7037055334052,#NAME?,Oakville,Level 2,Not started,30,7.2,S0006
#NAME?,43.44868,-80.24787,#NAME?,Cambridge,Level 2,Not started,2,7.2,S0007
#NAME?,43.54718,-80.24866,#NAME?,Guelph,Level 2,Not started,1,7.2,S0008
#NAME?,43.57899027020371,-80.5624276,#NAME?,Elmira,DC Fast,Not started,2,50.0,S0009
#NAME?,43.57899027020371,-80.5624276,#NAME?,Elmira,Level 2,Not started,1,7.2,S0010
#NAME?,43.65111597791122,-79.89109016622811,#NAME?,Georgetown,Level 2,Not started,4,7.2,S0011
#NAME?,43.91609,-80.10472,#NAME?,Orangeville,DC Fast,Not started,1,50.0,S0012
#NAME?,43.91609,-80.10472,#NAME?,Orangeville,Level 2,Not started,4,7.2,S0013
#NAME?,43.92704,-80.11689,#NAME?,Orangeville,Level 2,Not started,2,7.2,S0014
#NAME?,44.08599,-80.13825,#NAME?,Mono,DC Fast,Not started,2,50.0,S0015
#NAME?,44.11719,-80.02629,#NAME?,Mulmur,Level 2,Not started,2,7.2,S0016
#NAME?,47.96607773273619,-84.79048266209011,#NAME?,wawa,DC Fast,Not started,2,50.0,S0017
- 2114 Yonge Street Inc,43.70311866868149,-79.39787077510269,- 2114 Yonge Street Inc,Toronto,Level 2,Available for Intended User,22,7.2,S0018
- Sher Holdings Inc. (Sher Mark,43.89586401731387,-79.29206593227421,- Sher Holdings Inc. (Sher Mark,Markham,Level 2,Not started,20,7.2,S0019
- YRSCC #1271,43.80289,-79.42089,- YRSCC #1271,Markham,Level 2,Not started,24,7.2,S0020
1000035337 Ontario Inc.,43.61327,-79.7006,1000035337 Ontario Inc.,Mississauga,DC Fast,Not started,1,50.0,S0021
1000035337 Ontario Inc.,43.61418,-79.699753,1000035337 Ontario Inc.,Mississauga,DC Fast,Not started,4,50.0,S0022
145GUELPH INC,43.552177,-80.277832,145GUELPH INC,Pickering,DC Fast,Not Started,4,50.0,S0023
1904969 Ontario Limited o/a Hol,43.113609253706976,-80.73962007321266,1904969 Ontario Limited o/a Hol,Woodstock,Level 2,Not started,25,7.2,S0024
1904969 Ontario Limited o/a Hol,43.11474269896287,-80.73809954426434,1904969 Ontario Limited o/a Hol,Woodstock,Level 2,Not started,25,7.2,S0025
2274 Princess Street,44.2597,-76.5457,2274 Princess Street,Kingston,Level 2,Not started,60,7.2,S0026
2280 EGLINTON WEST INC.,43.69294117,-79.46355511,2280 EGLINTON WEST INC.,Toronto,Level 2,Available for Intended User,20,7.2,S0027
240 Markland Drive GP Inc.,43.62944379255524,-79.5786216116508,240 Markland Drive GP Inc.,Etobicoke,Level 2,Not started,83,7.2,S0028
2431901 ONTARIO INC,43.578017,-80.223115,2431901 ONTARIO INC,Guelph,DC Fast,Not started,4,50.0,S0029
2456965 ONTARIO INC.,43.85635227,-79.32932751,2456965 ONTARIO INC.,Markham,Level 2,Available for Intended User,81,7.2,S0030
2584987 ONTARIO LIMITED,44.636836321652005,-79.426783,2584987 ONTARIO LIMITED,ORILLIA,DC Fast,Not started,2,50.0,S0031
2584987 ONTARIO LIMITED,44.636836321652005,-79.426783,2584987 ONTARIO LIMITED,ORILLIA,Level 2,Not started,1,7.2,S0032
88 QUEEN FITZROVIA INC,43.65408568,-79.37564563,88 QUEEN FITZROVIA INC,Toronto,Level 2,Not Started,24,7.2,S0033
88 QUEEN FITZROVIA INC,43.65434613,-79.3748541,88 QUEEN FITZROVIA INC,Toronto,Level 2,Not Started,24,7.2,S0034
AECON CONSTRUCTION GROUP INC.,42.1732875,-83.00124307,AECON CONSTRUCTION GROUP INC.,Windsor,Level 2,Not started,2,7.2,S0035
AECON CONSTRUCTION GROUP INC.,43.15270395,-80.22103152,AECON CONSTRUCTION GROUP INC.,Brantford,Level 2,Not started,4,7.2,S0036
AECON CONSTRUCTION GROUP INC.,43.40296739,-80.31487596,AECON CONSTRUCTION GROUP INC.,Cambridge,Level 2,Not started,2,7.2,S0037
AECON CONSTRUCTION GROUP INC.,43.40315736,-80.31612587,AECON CONSTRUCTION GROUP INC.,Cambridge,Level 2,Not started,2,7.2,S0038
AECON CONSTRUCTION GROUP INC.,43.41187609,-79.80876877,AECON CONSTRUCTION GROUP INC.,Burlington,Level 2,Not started,2,7.2,S0039
AECON CONSTRUCTION GROUP INC.,43.46139529,-80.40225663,AECON CONSTRUCTION GROUP INC.,Breslau,Level 2,Not started,2,7.2,S0040
AECON CONSTRUCTION GROUP INC.,43.54543726,-79.91748633,AECON CONSTRUCTION GROUP INC.,Milton,Level 2,Not started,4,7.2,S0041
AECON CONSTRUCTION GROUP INC.,43.69038686,-79.58465989,AECON CONSTRUCTION GROUP INC.,Toronto,Level 2,Not started,2,7.2,S0042
AECON CONSTRUCTION GROUP INC.,43.70207033,-79.79928413,AECON CONSTRUCTION GROUP INC.,Brampton,Level 2,Not started,5,7.2,S0043
AECON CONSTRUCTION GROUP INC.,43.79376398,-79.76484852,AECON CONSTRUCTION GROUP INC.,Caledon,Level 2,Not started,3,7.2,S0044
AECON CONSTRUCTION GROUP INC.,44.11249754,-79.51541322,AECON CONSTRUCTION GROUP INC.,Holland Landing,Level 2,Not started,3,7.2,S0045
AECON CONSTRUCTION GROUP INC.,44.18192917,-81.61998728,AECON CONSTRUCTION GROUP INC.,Kincardine,Level 2,Not started,2,7.2,S0046
AECON CONSTRUCTION GROUP INC.,44.32678932,-79.67614384,AECON CONSTRUCTION GROUP INC.,Barrie,Level 2,Not started,1,7.2,S0047
AECON CONSTRUCTION GROUP INC.,45.26210503,-75.96270626,AECON CONSTRUCTION GROUP INC.,Carp,Level 2,Not started,4,7.2,S0048
AECON CONSTRUCTION GROUP INC.,45.28319394,-75.95971082,AECON CONSTRUCTION GROUP INC.,Carp,Level 2,Not started,2,7.2,S0049
AECON GROUP INC,42.82366705400224,-81.87058218650563,AECON GROUP INC,Alvinston,DC Fast,Not Started,2,50.0,S0050
AECON GROUP INC,43.41407347972655,-80.30275158465916,AECON GROUP INC,Cambridge,Level 2,Not Started,2,7.2,S0051
AECON GROUP INC,43.69041242802883,-79.58548456213575,AECON GROUP INC,Toronto,DC Fast,Not Started,1,50.0,S0052
AECON GROUP INC,43.80637312804069,-79.23753769999999,AECON GROUP INC,Toronto,DC Fast,Not Started,1,50.0,S0053
AECON SIX NATION,43.068748,-80.118027,AECON SIX NATION,Ohsweken,Level 2,Available for Intended User,12,7.2,S0054
AECON SIX NATION,43.1014772,-80.0936941,AECON SIX NATION,Caledonia,Level 2,Available for Intended User,8,7.2,S0055
ALECTRA ENERGY SERVICES INC.,43.088288,-79.091322,ALECTRA ENERGY SERVICES INC.,Niagara Falls,Level 2,Not Started,4,7.2,S0056
ALECTRA ENERGY SERVICES INC.,43.104885,-79.064323,ALECTRA ENERGY SERVICES INC.,Niagara Falls,Level 2,Not Started,4,7.2,S0057
ALECTRA ENERGY SERVICES INC.,43.157,-79.239,ALECTRA ENERGY SERVICES INC.,St. Catharines,Level 2,Not started,2,7.2,S0058
ALECTRA ENERGY SERVICES INC.,43.1599,-79.2463,ALECTRA ENERGY SERVICES INC.,St. Catharines,Level 2,Not started,4,7.2,S0059
ALECTRA ENERGY SERVICES INC.,43.1668,-79.550204,ALECTRA ENERGY SERVICES INC.,Smithville,Level 2,Not started,2,7.2,S0060
ALECTRA ENERGY SERVICES INC.,43.1668,-79.2461,ALECTRA ENERGY SERVICES INC.,St. Catharines,Level 2,Not started,6,7.2,S0061
ALECTRA ENERGY SERVICES INC.,43.193205,-79.27272,ALECTRA ENERGY SERVICES INC.,St. Catharines,Level 2,Not Started,4,7.2,S0062
ALECTRA ENERGY SERVICES INC.,43.557323,-79.74335,ALECTRA ENERGY SERVICES INC.,Brampton,Level 2,Not Started,4,7.2,S0063
ALECTRA ENERGY SERVICES INC.,43.67206,-79.37811,ALECTRA ENERGY SERVICES INC.,St. Catharines,Level 2,Not started,4,7.2,S0064
ALECTRA ENERGY SERVICES INC.,43.67206,-79.37811,ALECTRA ENERGY SERVICES INC.,Toronto,Level 2,Not started,10,7.2,S0065
ALECTRA ENERGY SERVICES INC.,43.765679,-79.745036,ALECTRA ENERGY SERVICES INC.,Brampton,Level 2,Not Started,4,7.2,S0066
ALECTRA ENERGY SERVICES INC.,43.774325,-79.781378,ALECTRA ENERGY SERVICES INC.,Caledon East,Level 2,Not Started,4,7.2,S0067
ALECTRA ENERGY SOLUTIONS INC.,43.1449019,-79.2653197,ALECTRA ENERGY SOLUTIONS INC.,St. Catharines,Level 2,Available for Intended User,4,7.2,S0068
ALECTRA ENERGY SOLUTIONS INC.,43.1554556,-79.1965861,ALECTRA ENERGY SOLUTIONS INC.,St. Catharines,Level 2,Available for Intended User,2,7.2,S0069
ALECTRA ENERGY SOLUTIONS INC.,43.1557969,-79.2491263,ALECTRA ENERGY SOLUTIONS INC.,St. Catharines,Level 2,Available for Intended User,2,7.2,S0070
ALECTRA ENERGY SOLUTIONS INC.,43.1565711,-79.2460491,ALECTRA ENERGY SOLUTIONS INC.,St. Catharines,Level 2,Available for Intended User,2,7.2,S0071
ALECTRA ENERGY SOLUTIONS INC.,43.1593961,-79.2463345,ALECTRA ENERGY SOLUTIONS INC.,St. Catharines,Level 2,Available for Intended User,2,7.2,S0072
ALECTRA ENERGY SOLUTIONS INC.,43.1810417,-79.2283594,ALECTRA ENERGY SOLUTIONS INC.,St. Catharines,Level 2,Available for Intended User,4,7.2,S0073
ALECTRA ENERGY SOLUTIONS INC.,43.2013457,-79.267156,ALECTRA ENERGY SOLUTIONS INC.,St. Catharines,Level 2,Available for Intended User,2,7.2,S0074
ALECTRA ENERGY SOLUTIONS INC.,43.8200327,-79.4020621,ALECTRA ENERGY SOLUTIONS INC.,Markham,Level 2,Available for Intended User,4,7.2,S0075
ALECTRA ENERGY SOLUTIONS INC.,43.8511686,-79.2739359,ALECTRA ENERGY SOLUTIONS INC.,Markham,Level 2,Available for Intended User,4,7.2,S0076
ALECTRA ENERGY SOLUTIONS INC.,43.8543379,-79.3120267,ALECTRA ENERGY SOLUTIONS INC.,Markham,Level 2,Available for Intended User,4,7.2,S0077
ALECTRA ENERGY SOLUTIONS INC.,43.8685459,-79.3153439,ALECTRA ENERGY SOLUTIONS INC.,Markham,Level 2,Available for Intended User,2,7.2,S0078
ALECTRA ENERGY SOLUTIONS INC.,43.8736762,-79.2604302,ALECTRA ENERGY SOLUTIONS INC.,Markham,Level 2,Available for Intended User,2,7.2,S0079
ALECTRA ENERGY SOLUTIONS INC.,43.8934128,-79.2684144,ALECTRA ENERGY SOLUTIONS INC.,Markham,Level 2,Available for Intended User,2,7.2,S0080
ALECTRA ENERGY SOLUTIONS INC.,43.8947178,-79.3387109,ALECTRA ENERGY SOLUTIONS INC.,Markham,Level 2,Available for Intended User,4,7.2,S0081
ALECTRA ENERGY SOLUTIONS INC.,44.3376772,-79.6799381,ALECTRA ENERGY SOLUTIONS INC.,Barrie,Level 2,Available for Intended User,4,7.2,S0082
ALECTRA ENERGY SOLUTIONS INC.,44.3391979,-79.7192145,ALECTRA ENERGY SOLUTIONS INC.,Barrie,Level 2,Available for Intended User,2,7.2,S0083
ALECTRA ENERGY SOLUTIONS INC.,44.3612641,-79.686241,ALECTRA ENERGY SOLUTIONS INC.,Barrie,Level 2,Available for Intended User,2,7.2,S0084
ALECTRA ENERGY SOLUTIONS INC.,44.41375,-79.7065827,ALECTRA ENERGY SOLUTIONS INC.,Barrie,Level 2,Available for Intended User,2,7.2,S0085
ALECTRA UTILITIES,42.9823426,-81.2971756,ALECTRA UTILITIES,London,DC Fast,Available for Intended User,2,50.0,S0086
ALECTRA UTILITIES,42.9823426,-81.2971756,ALECTRA UTILITIES,London,Level 2,Available for Intended User,4,7.2,S0087
ALECTRA UTILITIES,42.985365,-82.3535865,ALECTRA UTILITIES,Sarnia,DC Fast,Available for Intended User,1,50.0,S0088
ALECTRA UTILITIES,42.985365,-82.3535865,ALECTRA UTILITIES,Sarnia,Level 2,Available for Intended User,2,7.2,S0089
ALECTRA UTILITIES,43.006924,-81.168454,ALECTRA UTILITIES,London,Level 2,Available for Intended User,3,7.2,S0090
ALECTRA UTILITIES,43.094418,-80.278885,ALECTRA UTILITIES,Brantford,Level 2,Available for Intended User,15,7.2,S0091
ALECTRA UTILITIES,43.1832874,-80.2836197,ALECTRA UTILITIES,Brantford,Level 2,Available for Intended User,8,7.2,S0092
ALECTRA UTILITIES,43.200199,-79.266022,ALECTRA UTILITIES,St. Catherines,Level 2,Available for Intended User,17,7.2,S0093
ALECTRA UTILITIES,43.209923,-79.595557,ALECTRA UTILITIES,Burlington,DC Fast,Available for Intended User,2,50.0,S0094
ALECTRA UTILITIES,43.209923,-79.595557,ALECTRA UTILITIES,Burlington,Level 2,Available for Intended User,6,7.2,S0095
ALECTRA UTILITIES,43.2172815,-79.129436,ALECTRA UTILITIES,Niagara-on-the-Lake,Level 2,Available for Intended User,6,7.2,S0096
ALECTRA UTILITIES,43.3218609,-79.8038313999999,ALECTRA UTILITIES,Burlington,Level 2,Available for Intended User,16,7.2,S0097
ALECTRA UTILITIES,43.33849843,-79.81604013,ALECTRA UTILITIES,Burlington,DC Fast,Available for Intended User,1,50.0,S0098
ALECTRA UTILITIES,43.3537667,-80.98281243,ALECTRA UTILITIES,Stratford,Level 2,Available for Intended User,4,7.2,S0099
ALECTRA UTILITIES,43.36837075503958,-80.99547027380461,ALECTRA UTILITIES,Stratford,Level 2,Available for Intended User,10,7.2,S0100
ALECTRA UTILITIES,43.39372,-79.787541,ALECTRA UTILITIES,Burlington,Level 2,Available for Intended User,6,7.2,S0101
ALECTRA UTILITIES,43.4791549,-80.5528424,ALECTRA UTILITIES,Waterloo,Level 2,Available for Intended User,14,7.2,S0102
ALECTRA UTILITIES,43.47969107,-79.72142269,ALECTRA UTILITIES,Oakville,Level 2,Available for Intended User,2,7.2,S0103
ALECTRA UTILITIES,43.5211951,-79.6232035,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,10,7.2,S0104
ALECTRA UTILITIES,43.532394,-79.860137,ALECTRA UTILITIES,Milton,Level 2,Available for Intended User,2,7.2,S0105
ALECTRA UTILITIES,43.573029,-79.701763,ALECTRA UTILITIES,Mississauga,DC Fast,Available for Intended User,2,50.0,S0106
ALECTRA UTILITIES,43.573029,-79.701763,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,2,7.2,S0107
ALECTRA UTILITIES,43.57666359259332,-79.55794103063803,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,1,7.2,S0108
ALECTRA UTILITIES,43.5833177,-79.6394076,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,14,7.2,S0109
ALECTRA UTILITIES,43.588019,-79.550249026923,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,18,7.199999999999999,S0110
ALECTRA UTILITIES,43.5883,-79.6467,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,4,7.2,S0111
ALECTRA UTILITIES,43.5891042,-79.6519112,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,6,7.2,S0112
ALECTRA UTILITIES,43.589165,-79.652174,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,2,7.2,S0113
ALECTRA UTILITIES,43.598251,-79.625517,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,4,7.2,S0114
ALECTRA UTILITIES,43.59986445,-79.7491790758727,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,4,7.2,S0115
ALECTRA UTILITIES,43.6004527,-79.6416009,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,4,7.2,S0116
ALECTRA UTILITIES,43.60586,-79.755688,ALECTRA UTILITIES,Mississauga,DC Fast,Available for Intended User,2,50.0,S0117
ALECTRA UTILITIES,43.6074923,-79.7826915,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,4,7.2,S0118
ALECTRA UTILITIES,43.6135704,-79.6792895,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,4,7.2,S0119
ALECTRA UTILITIES,43.6152243,-79.70352,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,2,7.2,S0120
ALECTRA UTILITIES,43.6405606,-79.3809863,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,12,7.2,S0121
ALECTRA UTILITIES,43.64114,-79.4036512,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0122
ALECTRA UTILITIES,43.64397807,-79.40410397,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,2,7.2,S0123
ALECTRA UTILITIES,43.645021,-79.522435,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,9,7.199999999999999,S0124
ALECTRA UTILITIES,43.6472162,-79.6857828,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,4,7.2,S0125
ALECTRA UTILITIES,43.6481352,-79.3951509,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0126
ALECTRA UTILITIES,43.648136,-79.486893,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0127
ALECTRA UTILITIES,43.6488188,-79.3736883,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0128
ALECTRA UTILITIES,43.649526,-79.3724807,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0129
ALECTRA UTILITIES,43.65035403,-79.36096003,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,28,7.2,S0130
ALECTRA UTILITIES,43.6508455,-79.3695441,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,2,7.2,S0131
ALECTRA UTILITIES,43.651223,-79.3672292,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0132
ALECTRA UTILITIES,43.65296291,-79.69001437,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,4,7.2,S0133
ALECTRA UTILITIES,43.65444,-79.468047,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,17,7.2,S0134
ALECTRA UTILITIES,43.655817,-79.349424,ALECTRA UTILITIES,Toronto,DC Fast,Available for Intended User,1,50.0,S0135
ALECTRA UTILITIES,43.6566259,-79.5698556,ALECTRA UTILITIES,Toronto,DC Fast,Available for Intended User,1,50.0,S0136
ALECTRA UTILITIES,43.6566259,-79.5698556,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,5,7.2,S0137
ALECTRA UTILITIES,43.656748,-79.61518335,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,4,7.2,S0138
ALECTRA UTILITIES,43.662891,-79.377708,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0139
ALECTRA UTILITIES,43.66457,-79.30835,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0140
ALECTRA UTILITIES,43.665764,-79.403346,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,24,7.2,S0141
ALECTRA UTILITIES,43.6670532,-79.4932638,ALECTRA UTILITIES,Toronto,DC Fast,Available for Intended User,2,50.0,S0142
ALECTRA UTILITIES,43.6670532,-79.4932638,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,2,7.2,S0143
ALECTRA UTILITIES,43.6694848,-79.3659231,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,10,7.2,S0144
ALECTRA UTILITIES,43.6695584,-79.3846569,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,8,7.2,S0145
ALECTRA UTILITIES,43.681082,-79.664812,ALECTRA UTILITIES,Mississauga,Level 2,Available for Intended User,39,7.2,S0146
ALECTRA UTILITIES,43.683126,-80.4383919,ALECTRA UTILITIES,Elora,Level 2,Available for Intended User,10,7.2,S0147
ALECTRA UTILITIES,43.718664,-79.310758,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,2,7.2,S0148
ALECTRA UTILITIES,43.7273,-79.4199,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,18,7.199999999999999,S0149
ALECTRA UTILITIES,43.73773685,-79.3457427769557,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0150
ALECTRA UTILITIES,43.73890157,-79.6999321,ALECTRA UTILITIES,Brampton,DC Fast,Available for Intended User,1,50.0,S0151
ALECTRA UTILITIES,43.73890157,-79.6999321,ALECTRA UTILITIES,Brampton,Level 2,Available for Intended User,1,7.2,S0152
ALECTRA UTILITIES,43.7635932,-79.4107051,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0153
ALECTRA UTILITIES,43.7673981,-79.4105952115079,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0154
ALECTRA UTILITIES,43.77561022,-79.49047099,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,1,7.2,S0155
ALECTRA UTILITIES,43.775831,-79.553756,ALECTRA UTILITIES,Vaughan,Level 2,Available for Intended User,4,7.2,S0156
ALECTRA UTILITIES,43.7765964,-79.4126661358052,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,16,7.2,S0157
ALECTRA UTILITIES,43.77953713,-79.50962199,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,20,7.2,S0158
ALECTRA UTILITIES,43.78433092,-79.54754713,ALECTRA UTILITIES,Vaughan,DC Fast,Available for Intended User,1,50.0,S0159
ALECTRA UTILITIES,43.78433092,-79.54754713,ALECTRA UTILITIES,Vaughan,Level 2,Available for Intended User,2,7.2,S0160
ALECTRA UTILITIES,43.7935347,-79.546257,ALECTRA UTILITIES,Vaughan,Level 2,Available for Intended User,4,7.2,S0161
ALECTRA UTILITIES,43.7949698,-79.3944312,ALECTRA UTILITIES,Toronto,DC Fast,Available for Intended User,2,50.0,S0162
ALECTRA UTILITIES,43.802708,-79.525172,ALECTRA UTILITIES,Vaughan,Level 2,Available for Intended User,4,7.2,S0163
ALECTRA UTILITIES,43.8078664,-79.19834,ALECTRA UTILITIES,Toronto,Level 2,Available for Intended User,4,7.2,S0164
ALECTRA UTILITIES,43.8112285,-79.4564435,ALECTRA UTILITIES,Vaughan,Level 2,Available for Intended User,19,7.2,S0165
ALECTRA UTILITIES,43.8348,-79.3808,ALECTRA UTILITIES,Thornhill,Level 2,Available for Intended User,10,7.2,S0166
ALECTRA UTILITIES,43.83622748,-79.53758649,ALECTRA UTILITIES,Maple,Level 2,Available for Intended User,2,7.2,S0167
ALECTRA UTILITIES,43.8397647,-79.3865345,ALECTRA UTILITIES,Markham,Level 2,Available for Intended User,8,7.2,S0168
ALECTRA UTILITIES,43.848606,-79.356964,ALECTRA UTILITIES,Markham,DC Fast,Available for Intended User,1,50.0,S0169
ALECTRA UTILITIES,43.848606,-79.356964,ALECTRA UTILITIES,Markham,Level 2,Available for Intended User,1,7.2,S0170
ALECTRA UTILITIES,43.85096,-79.360615,ALECTRA UTILITIES,Markham,Level 2,Available for Intended User,10,7.2,S0171
ALECTRA UTILITIES,43.85181112,-79.36023036,ALECTRA UTILITIES,Markham,DC Fast,Available for Intended User,2,50.0,S0172
ALECTRA UTILITIES,43.8528453,-79.3404431,ALECTRA UTILITIES,Markham,Level 2,Available for Intended User,4,7.2,S0173
ALECTRA UTILITIES,43.856385116152815,-79.25577456029087,ALECTRA UTILITIES,Markham,Level 2,Available for Intended User,14,7.2,S0174
ALECTRA UTILITIES,43.9411398,-80.10384782,ALECTRA UTILITIES,Orangeville,DC Fast,Available for Intended User,2,50.0,S0175
ALECTRA UTILITIES,43.9411398,-80.10384782,ALECTRA UTILITIES,Orangeville,Level 2,Available for Intended User,7,7.2,S0176
ALECTRA UTILITIES,43.965322,-79.4475819,ALECTRA UTILITIES,Aurora,Level 2,Available for Intended User,10,7.2,S0177
ALECTRA UTILITIES,43.998421,-79.463593,ALECTRA UTILITIES,Aurora,Level 2,Available for Intended User,20,7.2,S0178
ALECTRA UTILITIES,44.0219545,-79.4517119303534,ALECTRA UTILITIES,Aurora,DC Fast,Available for Intended User,1,50.0,S0179
ALECTRA UTILITIES,44.0219545,-79.4517119303534,ALECTRA UTILITIES,Aurora,Level 2,Available for Intended User,4,7.2,S0180
ALECTRA UTILITIES,44.25264919,-76.9500779,ALECTRA UTILITIES,Napanee,Level 2,Available for Intended User,2,7.2,S0181
ALECTRA UTILITIES,44.2843133,-78.3430925,ALECTRA UTILITIES,Peterborough,Level 2,Available for Intended User,9,7.199999999999999,S0182
ALECTRA UTILITIES,44.3545111,-80.205419,ALECTRA UTILITIES,Duntroon,Level 2,Available for Intended User,2,7.2,S0183
ALECTRA UTILITIES,44.58767,-75.683123,ALECTRA UTILITIES,Brockville,Level 2,Available for Intended User,20,7.2,S0184
ALECTRA UTILITIES,45.019423,-79.3137231,ALECTRA UTILITIES,Bracebridge,DC Fast,Available for Intended User,3,50.0,S0185
ALECTRA UTILITIES,45.358103,-80.2391961,ALECTRA UTILITIES,Carling,Level 2,Available for Intended User,8,7.2,S0186
ALECTRA UTILITIES,45.4020883,-75.7355099,ALECTRA UTILITIES,Ottawa,Level 2,Available for Intended User,2,7.2,S0187
ALECTRA UTILITIES,45.449003,-75.624802,ALECTRA UTILITIES,Ottawa,Level 2,Available for Intended User,1,7.2,S0188
ALECTRA UTILITIES,46.538762,-84.326201,ALECTRA UTILITIES,Sault Ste. Marie,Level 2,Available for Intended User,20,7.2,S0189
ALECTRA UTILITIES CORPORATION,42.959956,-82.3771577,ALECTRA UTILITIES CORPORATION,Sarnia,DC Fast,Available for Intended User,1,50.0,S0190
ALECTRA UTILITIES CORPORATION,42.959956,-82.3771577,ALECTRA UTILITIES CORPORATION,Sarnia,Level 2,Available for Intended User,4,7.2,S0191
ALECTRA UTILITIES CORPORATION,42.991236,-81.2952859,ALECTRA UTILITIES CORPORATION,London,DC Fast,Available for Intended User,1,50.0,S0192
ALECTRA UTILITIES CORPORATION,42.991236,-81.2952859,ALECTRA UTILITIES CORPORATION,London,Level 2,Available for Intended User,4,7.2,S0193
ALECTRA UTILITIES CORPORATION,43.1301,-80.73831,ALECTRA UTILITIES CORPORATION,Woodstock,DC Fast,Available for Intended User,1,50.0,S0194
ALECTRA UTILITIES CORPORATION,43.1301,-80.73831,ALECTRA UTILITIES CORPORATION,Woodstock,Level 2,Available for Intended User,2,7.2,S0195
ALECTRA UTILITIES CORPORATION,43.146589,-79.269744,ALECTRA UTILITIES CORPORATION,St. Catharines,Level 2,Available for Intended User,5,7.2,S0196
ALECTRA UTILITIES CORPORATION,43.161,-79.2427,ALECTRA UTILITIES CORPORATION,St. Catharines,DC Fast,Available for Intended User,1,50.0,S0197
ALECTRA UTILITIES CORPORATION,43.168424,-79.2177981,ALECTRA UTILITIES CORPORATION,St. Catharines,Level 2,Available for Intended User,8,7.2,S0198
ALECTRA UTILITIES CORPORATION,43.1794,-79.2564,ALECTRA UTILITIES CORPORATION,St. Catharines,DC Fast,Available for Intended User,1,50.0,S0199
ALECTRA UTILITIES CORPORATION,43.181714,-79.249346,ALECTRA UTILITIES CORPORATION,St. Catharines,DC Fast,Available for Intended User,1,50.0,S0200
