name,latitude,longitude,operator,city,type,status,machine_count,avg_power_kw,station_id
GREEN ECONOMY CANADA,43.4175013,-80.5008636,GREEN ECONOMY CANADA,Kitchener,DC Fast,Available for Intended User,4,50.0,S1487
GREEN ECONOMY CANADA,43.4228399,-80.286878,GREEN ECONOMY CANADA,Cambridge,Level 2,Available for Intended User,4,7.2,S1488
GREEN ECONOMY CANADA,43.44179,-79.70456,GREEN ECONOMY CANADA,Oakville,DC Fast,Available for Intended User,4,50.0,S1489
GREEN ECONOMY CANADA,43.4831127,-80.5405392,GREEN ECONOMY CANADA,Waterloo,Level 2,Available for Intended User,4,7.2,S1490
GREEN ECONOMY CANADA,43.490021,-79.678827,GREEN ECONOMY CANADA,Oakville,Level 2,Available for Intended User,10,7.2,S1491
GREEN ECONOMY CANADA,43.511928,-79.669379,GREEN ECONOMY CANADA,Oakville,Level 2,Available for Intended User,4,7.2,S1492
GREEN ECONOMY CANADA,43.5202118,-79.8939931,GREEN ECONOMY CANADA,Milton,DC Fast,Available for Intended User,1,50.0,S1493
GREEN ECONOMY CANADA,43.5202118,-79.8939931,GREEN ECONOMY CANADA,Milton,Level 2,Available for Intended User,2,7.2,S1494
GREEN ECONOMY CANADA,43.528948,-80.4871898,GREEN ECONOMY CANADA,Waterloo,Level 2,Available for Intended User,10,7.2,S1495
GREEN ECONOMY CANADA,43.59907016,-79.62640703,GREEN ECONOMY CANADA,Mississauga,Level 2,Available for Intended User,20,7.2,S1496
GREEN ECONOMY CANADA,43.6082223,-79.7500773,GREEN ECONOMY CANADA,Mississauga,Level 2,Available for Intended User,4,7.2,S1497
GREEN ECONOMY CANADA,43.611406,-79.661912,GREEN ECONOMY CANADA,Mississauga,Level 2,Available for Intended User,2,7.2,S1498
GREEN ECONOMY CANADA,43.623987,-79.672343,GREEN ECONOMY CANADA,Mississauga,Level 2,Available for Intended User,4,7.2,S1499
GREEN ECONOMY CANADA,43.6362984,-79.6886471,GREEN ECONOMY CANADA,Mississauga,Level 2,Available for Intended User,4,7.2,S1500
GREEN ECONOMY CANADA,43.6433785,-79.3987561,GREEN ECONOMY CANADA,Toronto,Level 2,Available for Intended User,17,7.2,S1501
GREEN ECONOMY CANADA,43.64949,-79.34182,GREEN ECONOMY CANADA,Toronto,Level 2,Available for Intended User,18,7.199999999999999,S1502
GREEN ECONOMY CANADA,43.653567,-79.600753,GREEN ECONOMY CANADA,Toronto,Level 2,Available for Intended User,6,7.2,S1503
GREEN ECONOMY CANADA,43.654713,-79.386172,GREEN ECONOMY CANADA,Toronto,Level 2,Available for Intended User,6,7.2,S1504
GREEN ECONOMY CANADA,43.6630609,-79.722811,GREEN ECONOMY CANADA,Brampton,Level 2,Available for Intended User,2,7.2,S1505
GREEN ECONOMY CANADA,43.684993,-79.5939659,GREEN ECONOMY CANADA,Toronto,Level 2,Available for Intended User,4,7.2,S1506
GREEN ECONOMY CANADA,43.69058,-79.587937,GREEN ECONOMY CANADA,Toronto,Level 2,Available for Intended User,4,7.2,S1507
GREEN ECONOMY CANADA,43.70266784,-79.79494882,GREEN ECONOMY CANADA,Brampton,DC Fast,Available for Intended User,2,50.0,S1508
GREEN ECONOMY CANADA,43.7172656,-79.4417804,GREEN ECONOMY CANADA,Toronto,Level 2,Available for Intended User,19,7.2,S1509
GREEN ECONOMY CANADA,43.742344044425664,-80.94397661678535,GREEN ECONOMY CANADA,Listowel,DC Fast,Available for Intended User,1,50.0,S1510
GREEN ECONOMY CANADA,43.75922,-79.79498,GREEN ECONOMY CANADA,Brampton,DC Fast,Available for Intended User,1,50.0,S1511
GREEN ECONOMY CANADA,43.75922,-79.79498,GREEN ECONOMY CANADA,Brampton,Level 2,Not started,12,7.2,S1512
GREEN ECONOMY CANADA,43.7873812,-79.534951,GREEN ECONOMY CANADA,Toronto,Level 2,Available for Intended User,4,7.2,S1513
GREEN ECONOMY CANADA,43.8417655,-79.3796855,GREEN ECONOMY CANADA,Markham,Level 2,Available for Intended User,8,7.2,S1514
GREEN ECONOMY CANADA,44.06980451,-79.4233081,GREEN ECONOMY CANADA,Newmarket,Level 2,Available for Intended User,4,7.2,S1515
GREEN ECONOMY CANADA,44.1047519,-79.4908647,GREEN ECONOMY CANADA,East Gwillimbury,Level 2,Available for Intended User,2,7.2,S1516
GREEN ECONOMY CANADA,44.1064749,-79.4264544,GREEN ECONOMY CANADA,East Gwillimbury,Level 2,Available for Intended User,2,7.2,S1517
GREEN ECONOMY CANADA,44.140476,-79.3102452,GREEN ECONOMY CANADA,East Gwillimbury,Level 2,Available for Intended User,2,7.2,S1518
GREEN ECONOMY CANADA,44.3594867,-79.6964635,GREEN ECONOMY CANADA,Barrie,DC Fast,Available for Intended User,1,50.0,S1519
GREEN ECONOMY CANADA,44.480231,-78.234349,GREEN ECONOMY CANADA,Lakefield,Level 2,Available for Intended User,1,7.2,S1520
GREEN ECONOMY CANADA,45.0118605,-74.7389218,GREEN ECONOMY CANADA,Cornwall,DC Fast,Available for Intended User,1,50.0,S1521
GREEN ECONOMY CANADA,45.0118605,-74.7389218,GREEN ECONOMY CANADA,Cornwall,Level 2,Available for Intended User,4,7.2,S1522
GREEN ECONOMY CANADA,45.3151301,-75.9031061,GREEN ECONOMY CANADA,Ottawa,Level 2,Available for Intended User,4,7.2,S1523
GREEN ECONOMY CANADA,45.3227358,-75.8344225,GREEN ECONOMY CANADA,Ottawa,Level 2,Available for Intended User,3,7.2,S1524
GREEN ECONOMY CANADA,45.337351,-75.683221,GREEN ECONOMY CANADA,Ottawa,Level 2,Available for Intended User,4,7.2,S1525
GREEN ECONOMY CANADA,45.368456,-75.664285,GREEN ECONOMY CANADA,Ottawa,Level 2,Available for Intended User,8,7.2,S1526
GREEN ECONOMY CANADA,45.38336,-75.7692,GREEN ECONOMY CANADA,Ottawa,Level 2,Available for Intended User,22,7.2,S1527
GREEN ECONOMY CANADA,45.3897291,-75.7579097,GREEN ECONOMY CANADA,Ottawa,Level 2,Available for Intended User,20,7.2,S1528
GREEN ECONOMY CANADA,45.3902453,-75.6101515,GREEN ECONOMY CANADA,Ottawa,Level 2,Available for Intended User,20,7.2,S1529
GREEN ECONOMY CANADA,45.4097999,-75.7045964,GREEN ECONOMY CANADA,Ottawa,Level 2,Available for Intended User,2,7.2,S1530
GREEN ECONOMY CANADA,45.4170786,-75.6891312,GREEN ECONOMY CANADA,Ottawa,Level 2,Available for Intended User,12,7.2,S1531
HALTON HEALTHCARE SERVICES CORP,43.4503584,-79.7669407,HALTON HEALTHCARE SERVICES CORP,Oakville,Level 2,Available for Intended User,14,7.2,S1532
HALTON HEALTHCARE SERVICES CORP,43.4971434,-79.8706773,HALTON HEALTHCARE SERVICES CORP,Milton,Level 2,Available for Intended User,14,7.2,S1533
HALTON HEALTHCARE SERVICES CORP,43.6448645,-79.93481,HALTON HEALTHCARE SERVICES CORP,Georgetown,Level 2,Available for Intended User,8,7.2,S1534
HAMILTON POLICE SERVICE BOARD,43.19811925,-79.87688526,HAMILTON POLICE SERVICE BOARD,Hamilton,Level 2,Available for Intended User,12,7.2,S1535
HAMILTON POLICE SERVICE BOARD,43.22063726,-79.77103705,HAMILTON POLICE SERVICE BOARD,Hamilton,Level 2,Available for Intended User,6,7.2,S1536
HAMILTON POLICE SERVICE BOARD,43.2561528,-79.8628255,HAMILTON POLICE SERVICE BOARD,Hamilton,Level 2,Available for Intended User,2,7.2,S1537
HAMILTON-OSHAWA PORT AUTHORITY,43.2564512,-79.79429913,HAMILTON-OSHAWA PORT AUTHORITY,Hamilton,Level 2,Available for Intended User,4,7.2,S1538
HAMILTON-OSHAWA PORT AUTHORITY,43.26664,-79.8291,HAMILTON-OSHAWA PORT AUTHORITY,Hamilton,Level 2,Available for Intended User,4,7.2,S1539
HAMILTON-OSHAWA PORT AUTHORITY,43.26733,-79.83694,HAMILTON-OSHAWA PORT AUTHORITY,Oshawa,Level 2,Available for Intended User,2,7.2,S1540
HAMILTON-OSHAWA PORT AUTHORITY,43.26901,-79.83053,HAMILTON-OSHAWA PORT AUTHORITY,Hamilton,Level 2,Available for Intended User,2,7.2,S1541
HAMILTON-OSHAWA PORT AUTHORITY,43.27153,-79.83775,HAMILTON-OSHAWA PORT AUTHORITY,Hamilton,Level 2,Available for Intended User,4,7.2,S1542
HAMILTON-OSHAWA PORT AUTHORITY,43.27338,-79.86226,HAMILTON-OSHAWA PORT AUTHORITY,Hamilton,Level 2,Available for Intended User,4,7.2,S1543
HAZELVIEW PROPERTY SERVICES INC,43.26295,-79.89458,HAZELVIEW PROPERTY SERVICES INC,Hamilton,Level 2,Available for Intended User,2,7.2,S1544
HAZELVIEW PROPERTY SERVICES INC,43.323461,-79.829052,HAZELVIEW PROPERTY SERVICES INC,Burlington,Level 2,Available for Intended User,2,7.2,S1545
HAZELVIEW PROPERTY SERVICES INC,43.464061,-80.542791,HAZELVIEW PROPERTY SERVICES INC,Kitchener,Level 2,Available for Intended User,2,7.2,S1546
HAZELVIEW PROPERTY SERVICES INC,43.478879,-80.523416,HAZELVIEW PROPERTY SERVICES INC,Waterloo,Level 2,Available for Intended User,4,7.2,S1547
HAZELVIEW PROPERTY SERVICES INC,43.486745,-80.545929,HAZELVIEW PROPERTY SERVICES INC,Waterloo,Level 2,Available for Intended User,2,7.2,S1548
HAZELVIEW PROPERTY SERVICES INC,43.637331,-79.427092,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1549
HAZELVIEW PROPERTY SERVICES INC,43.645906,-79.436148,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1550
HAZELVIEW PROPERTY SERVICES INC,43.653851,-79.464805,HAZELVIEW PROPERTY SERVICES INC,Mississauga,Level 2,Available for Intended User,4,7.2,S1551
HAZELVIEW PROPERTY SERVICES INC,43.66423,-79.37334,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1552
HAZELVIEW PROPERTY SERVICES INC,43.666417,-79.382235,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1553
HAZELVIEW PROPERTY SERVICES INC,43.67883,-79.72837,HAZELVIEW PROPERTY SERVICES INC,Brampton,Level 2,Available for Intended User,2,7.2,S1554
HAZELVIEW PROPERTY SERVICES INC,43.678932,-79.299602,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1555
HAZELVIEW PROPERTY SERVICES INC,43.688547,-79.350901,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1556
HAZELVIEW PROPERTY SERVICES INC,43.773468,-79.341847,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1557
HAZELVIEW PROPERTY SERVICES INC,43.774384,-79.342914,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1558
HAZELVIEW PROPERTY SERVICES INC,43.78719,-79.44705,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1559
HAZELVIEW PROPERTY SERVICES INC,43.78773,-79.44665,HAZELVIEW PROPERTY SERVICES INC,Toronto,Level 2,Available for Intended User,2,7.2,S1560
HAZELVIEW PROPERTY SERVICES INC,45.358057,-75.793886,HAZELVIEW PROPERTY SERVICES INC,Ottawa,Level 2,Available for Intended User,2,7.2,S1561
HAZELVIEW PROPERTY SERVICES INC,45.37942,-75.64754,HAZELVIEW PROPERTY SERVICES INC,Ottawa,Level 2,Available for Intended User,6,7.2,S1562
HIGHBURY FORD SALES LTD,42.99681261,-81.20214078,HIGHBURY FORD SALES LTD,London,DC Fast,Available for Intended User,2,50.0,S1563
HINES 141 BAY STREET LP.,43.6455359,-79.37858209,HINES 141 BAY STREET LP.,Toronto,Level 2,Not Started,54,7.2,S1564
HTC STERLING ROAD PROPERTY 3 LP,43.65355,-79.444484,HTC STERLING ROAD PROPERTY 3 LP,Toronto,Level 2,Not started,20,7.2,S1565
HUMBER COLLEGE INSTITUTE OF TEC,43.59543591,-79.52011111,HUMBER COLLEGE INSTITUTE OF TEC,Toronto,Level 2,Available for Intended User,16,7.2,S1566
HUMBER COLLEGE INSTITUTE OF TEC,43.7296648,-79.6071737,HUMBER COLLEGE INSTITUTE OF TEC,Toronto,Level 2,Available for Intended User,4,7.2,S1567
HYDRO OTTAWA,44.88512,-76.03368,HYDRO OTTAWA,Smith Falls,DC Fast,Available for Intended User,2,50.0,S1568
HYDRO OTTAWA,44.88512,-76.03368,HYDRO OTTAWA,Smith Falls,Level 2,Available for Intended User,2,7.2,S1569
HYDRO OTTAWA,45.021,-75.65165,HYDRO OTTAWA,Kemptville,DC Fast,Available for Intended User,1,50.0,S1570
HYDRO OTTAWA,45.021,-75.65165,HYDRO OTTAWA,Kemptville,Level 2,Available for Intended User,2,7.2,S1571
HYDRO OTTAWA,45.15153,-76.14783,HYDRO OTTAWA,Carleton Place,Level 2,Available for Intended User,1,7.2,S1572
HYDRO OTTAWA,45.21965,-75.88046,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1573
HYDRO OTTAWA,45.24462,-75.64843,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1574
HYDRO OTTAWA,45.24958,-75.75932,HYDRO OTTAWA,Barrhaven,Level 2,Available for Intended User,2,7.2,S1575
HYDRO OTTAWA,45.25161,-75.71154,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,1,50.0,S1576
HYDRO OTTAWA,45.25161,-75.71154,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,1,7.2,S1577
HYDRO OTTAWA,45.26144,-75.76715,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,26,7.200000000000001,S1578
HYDRO OTTAWA,45.26281,-75.78046,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,1,50.0,S1579
HYDRO OTTAWA,45.26281,-75.78046,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1580
HYDRO OTTAWA,45.26309,-75.77744,HYDRO OTTAWA,Nepean,DC Fast,Available for Intended User,1,50.0,S1581
HYDRO OTTAWA,45.26313,-75.74129,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1582
HYDRO OTTAWA,45.26315,-75.74126,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1583
HYDRO OTTAWA,45.26316,-75.78356,HYDRO OTTAWA,Barrhaven,DC Fast,Available for Intended User,3,50.0,S1584
HYDRO OTTAWA,45.26316,-75.78356,HYDRO OTTAWA,Barrhaven,Level 2,Available for Intended User,6,7.2,S1585
HYDRO OTTAWA,45.26387,-75.91027,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1586
HYDRO OTTAWA,45.26389,-75.91032,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1587
HYDRO OTTAWA,45.26502,-75.77781,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,1,50.0,S1588
HYDRO OTTAWA,45.26502,-75.77781,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1589
HYDRO OTTAWA,45.26552,-75.77928,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,1,50.0,S1590
HYDRO OTTAWA,45.26552,-75.77928,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1591
HYDRO OTTAWA,45.27026,-75.88484,HYDRO OTTAWA,Stittsville,Level 2,Available for Intended User,2,7.2,S1592
HYDRO OTTAWA,45.27067,-75.78687,HYDRO OTTAWA,Barrhaven,Level 2,Available for Intended User,10,7.2,S1593
HYDRO OTTAWA,45.27594,-75.80229,HYDRO OTTAWA,Nepean,DC Fast,Available for Intended User,7,50.0,S1594
HYDRO OTTAWA,45.27598862,-75.8023851,HYDRO OTTAWA,Ottawa,Level 2,Not Started,6,7.2,S1595
HYDRO OTTAWA,45.28477,-75.74573,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1596
HYDRO OTTAWA,45.28522,-75.73932,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1597
HYDRO OTTAWA,45.2853,-75.73916,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1598
HYDRO OTTAWA,45.29042,-75.66893,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1599
HYDRO OTTAWA,45.29046,-75.66934,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1600
HYDRO OTTAWA,45.29358,-75.93341,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,1,50.0,S1601
HYDRO OTTAWA,45.29401,-75.93293,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,1,50.0,S1602
HYDRO OTTAWA,45.29401,-75.93293,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1603
HYDRO OTTAWA,45.2956,-75.93129,HYDRO OTTAWA,Kanata,DC Fast,Available for Intended User,1,50.0,S1604
HYDRO OTTAWA,45.29564,-75.9313,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,1,50.0,S1605
HYDRO OTTAWA,45.29564,-75.9313,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1606
HYDRO OTTAWA,45.29926965,-75.90662363,HYDRO OTTAWA,Ottawa,Level 2,Not Started,4,7.2,S1607
HYDRO OTTAWA,45.30065,-75.94093,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1608
HYDRO OTTAWA,45.30824,-75.90163,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1609
HYDRO OTTAWA,45.31176,-75.90473,HYDRO OTTAWA,Kanata,Level 2,Available for Intended User,2,7.2,S1610
HYDRO OTTAWA,45.3166,-75.89167,HYDRO OTTAWA,Kanata,Level 2,Available for Intended User,8,7.2,S1611
HYDRO OTTAWA,45.32165,-75.92519,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1612
HYDRO OTTAWA,45.32169,-75.92516,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1613
HYDRO OTTAWA,45.32422,-75.90177,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1614
HYDRO OTTAWA,45.32689,-75.82085,HYDRO OTTAWA,Nepean,Level 2,Available for Intended User,2,7.2,S1615
HYDRO OTTAWA,45.3302349,-75.59769481,HYDRO OTTAWA,Ottawa,Level 2,Not Started,7,7.2,S1616
HYDRO OTTAWA,45.33436,-75.68189,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1617
HYDRO OTTAWA,45.33469,-75.70715,HYDRO OTTAWA,Nepean,Level 2,Available for Intended User,3,7.2,S1618
HYDRO OTTAWA,45.33609,-75.70384,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,2,50.0,S1619
HYDRO OTTAWA,45.33609,-75.70384,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,7,7.2,S1620
HYDRO OTTAWA,45.34188,-75.79266,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1621
HYDRO OTTAWA,45.342,-75.79264,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1622
HYDRO OTTAWA,45.34561,-75.70815,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1623
HYDRO OTTAWA,45.34601,-75.92845,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1624
HYDRO OTTAWA,45.34606,-75.91509,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,6,7.2,S1625
HYDRO OTTAWA,45.3462,-75.92755,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1626
HYDRO OTTAWA,45.34811,-75.78617,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1627
HYDRO OTTAWA,45.34941,-75.65665,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1628
HYDRO OTTAWA,45.35001,-75.79443,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1629
HYDRO OTTAWA,45.3516015,-75.7575209,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,8,7.2,S1630
HYDRO OTTAWA,45.35328,-75.64378,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,4,50.0,S1631
HYDRO OTTAWA,45.36505,-75.75002,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1632
HYDRO OTTAWA,45.37206,-75.66112,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1633
HYDRO OTTAWA,45.37276,-75.78183,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,30,7.2,S1634
HYDRO OTTAWA,45.37302,-75.6654,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,1,50.0,S1635
HYDRO OTTAWA,45.37302,-75.6654,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,1,7.2,S1636
HYDRO OTTAWA,45.37634376,-75.593823,HYDRO OTTAWA,Ottawa,Level 2,Not Started,26,7.200000000000001,S1637
HYDRO OTTAWA,45.37681,-75.7761,HYDRO OTTAWA,Ottawa,DC Fast,Available for Intended User,1,50.0,S1638
HYDRO OTTAWA,45.37681,-75.7761,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1639
HYDRO OTTAWA,45.377712,-75.7504559,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1640
HYDRO OTTAWA,45.37825,-75.73308,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,1,7.2,S1641
HYDRO OTTAWA,45.3785,-75.73298,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,1,7.2,S1642
HYDRO OTTAWA,45.3785952,-75.7586791,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1643
HYDRO OTTAWA,45.37878,-75.75607,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1644
HYDRO OTTAWA,45.382,-75.596,HYDRO OTTAWA,Gloucester,DC Fast,Available for Intended User,1,50.0,S1645
HYDRO OTTAWA,45.382,-75.596,HYDRO OTTAWA,Gloucester,Level 2,Available for Intended User,10,7.2,S1646
HYDRO OTTAWA,45.38228,-75.77059,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1647
HYDRO OTTAWA,45.38615,-75.61708,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1648
HYDRO OTTAWA,45.38735635,-75.73211253,HYDRO OTTAWA,Ottawa,Level 2,Not Started,2,7.2,S1649
HYDRO OTTAWA,45.38765,-75.69595,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,20,7.2,S1650
HYDRO OTTAWA,45.38896,-75.66253,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1651
HYDRO OTTAWA,45.38943,-75.64927,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,43,7.2,S1652
HYDRO OTTAWA,45.39043,-75.75814,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,27,7.2,S1653
HYDRO OTTAWA,45.3923,-75.68132,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1654
HYDRO OTTAWA,45.39639,-75.74393,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,20,7.2,S1655
HYDRO OTTAWA,45.39645,-75.744,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,20,7.2,S1656
HYDRO OTTAWA,45.39664,-75.74355,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,20,7.2,S1657
HYDRO OTTAWA,45.39714,-75.71138,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,6,7.2,S1658
HYDRO OTTAWA,45.39735,-75.60673,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,1,7.2,S1659
HYDRO OTTAWA,45.39994,-75.68603,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,38,7.2,S1660
HYDRO OTTAWA,45.40013,-75.73169,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,28,7.2,S1661
HYDRO OTTAWA,45.40021,-75.61348,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1662
HYDRO OTTAWA,45.40114,-75.65131,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1663
HYDRO OTTAWA,45.40148,-75.66304,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1664
HYDRO OTTAWA,45.40191,-75.62496,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1665
HYDRO OTTAWA,45.40207,-75.70865,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,8,7.2,S1666
HYDRO OTTAWA,45.40242,-75.70952,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,10,7.2,S1667
HYDRO OTTAWA,45.40278,-75.731,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,11,7.2,S1668
HYDRO OTTAWA,45.40591,-75.73171,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,3,7.2,S1669
HYDRO OTTAWA,45.40604,-75.72398,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1670
HYDRO OTTAWA,45.40716,-75.68335,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,17,7.2,S1671
HYDRO OTTAWA,45.41031,-75.67765,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,35,7.2,S1672
HYDRO OTTAWA,45.41117,-75.66331,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,57,7.2,S1673
HYDRO OTTAWA,45.41253,-75.68633,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1674
HYDRO OTTAWA,45.41515,-75.68121,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,5,7.2,S1675
HYDRO OTTAWA,45.41854,-75.70315,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,5,7.2,S1676
HYDRO OTTAWA,45.41855,-75.70018,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1677
HYDRO OTTAWA,45.41897,-75.68973,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,11,7.2,S1678
HYDRO OTTAWA,45.41902,-75.70564,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,4,7.2,S1679
HYDRO OTTAWA,45.41913,-75.70531,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,20,7.2,S1680
HYDRO OTTAWA,45.41933,-75.68908,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,9,7.199999999999999,S1681
HYDRO OTTAWA,45.41994,-75.69285,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,10,7.2,S1682
HYDRO OTTAWA,45.42032,-75.70452,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,20,7.2,S1683
HYDRO OTTAWA,45.42097,-75.69467,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,5,7.2,S1684
HYDRO OTTAWA,45.42176,-75.69547,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,10,7.2,S1685
HYDRO OTTAWA,45.42222,-75.69932,HYDRO OTTAWA,Ottawa,Level 2,Available for Intended User,2,7.2,S1686
HYDRO OTTAWA,45.42503,-75.64078,HYDRO OTTAWA,ottawa,Level 2,Available for Intended User,2,7.2,S1687
