name,latitude,longitude,power_kw,type,operator,city,status,data_source
GREEN ECONOMY CANADA,43.611406,-79.661912,7.2,Level 2,GREEN ECONOMY CANADA,Mississauga,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.654713,-79.386172,7.2,Level 2,GREEN ECONOMY CANADA,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,42.923385,-81.251311,7.2,Level 2,GREEN ECONOMY CANADA,London,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.6362984,-79.6886471,7.2,Level 2,GREEN ECONOMY CANADA,Mississauga,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,45.3227358,-75.8344225,7.2,Level 2,GREEN ECONOMY CANADA,Ottawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.38955538,-79.77924505,7.2,Level 2,GREEN ECONOMY CANADA,Burlington,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,44.480231,-78.234349,7.2,Level 2,GREEN ECONOMY CANADA,Lakefield,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,42.991786,-81.146325,50.0,DC Fast,GREEN ECONOMY CANADA,London,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,45.368456,-75.664285,7.2,Level 2,GREEN ECONOMY CANADA,Ottawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.511928,-79.669379,7.2,Level 2,GREEN ECONOMY CANADA,Oakville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.1068924,-79.0710596,7.2,Level 2,GREEN ECONOMY CANADA,Niagara Falls,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.5202118,-79.8939931,7.2,Level 2,GREEN ECONOMY CANADA,Milton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,44.3594867,-79.6964635,50.0,DC Fast,GREEN ECONOMY CANADA,Barrie,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,42.98384951,-81.24594091,7.2,Level 2,GREEN ECONOMY CANADA,London,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,41.98515348,-82.9245201,7.2,Level 2,GREEN ECONOMY CANADA,Essex,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,42.6882956,-80.3483115,7.2,Level 2,GREEN ECONOMY CANADA,St. Williams,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.41707,-80.39525,7.2,Level 2,GREEN ECONOMY CANADA,Cambridge,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,44.1064749,-79.4264544,7.2,Level 2,GREEN ECONOMY CANADA,East Gwillimbury,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,44.1047519,-79.4908647,7.2,Level 2,GREEN ECONOMY CANADA,East Gwillimbury,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,44.140476,-79.3102452,7.2,Level 2,GREEN ECONOMY CANADA,East Gwillimbury,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.4831127,-80.5405392,7.2,Level 2,GREEN ECONOMY CANADA,Waterloo,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.6433785,-79.3987561,7.2,Level 2,GREEN ECONOMY CANADA,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.4228399,-80.286878,7.2,Level 2,GREEN ECONOMY CANADA,Cambridge,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.3702392,-79.7856864,7.2,Level 2,GREEN ECONOMY CANADA,Burlington,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,45.3151301,-75.9031061,7.2,Level 2,GREEN ECONOMY CANADA,Ottawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.1634549,-80.2402108,7.2,Level 2,GREEN ECONOMY CANADA,Brantford,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,45.4170786,-75.6891312,7.2,Level 2,GREEN ECONOMY CANADA,Ottawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.490021,-79.678827,7.2,Level 2,GREEN ECONOMY CANADA,Oakville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,45.0118605,-74.7389218,7.2,Level 2,GREEN ECONOMY CANADA,Cornwall,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.44179,-79.70456,50.0,DC Fast,GREEN ECONOMY CANADA,Oakville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,42.79948,-80.21267,50.0,DC Fast,GREEN ECONOMY CANADA,Port Dover,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.75922,-79.79498,7.2,Level 2,GREEN ECONOMY CANADA,Brampton,Not started,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.4175013,-80.5008636,50.0,DC Fast,GREEN ECONOMY CANADA,Kitchener,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,45.38336,-75.7692,7.2,Level 2,GREEN ECONOMY CANADA,Ottawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.3174347,-81.7572327,7.2,Level 2,GREEN ECONOMY CANADA,Grand Bend,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,42.9824524,-81.2523995,7.2,Level 2,GREEN ECONOMY CANADA,London,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.0564945,-81.0003219,50.0,DC Fast,GREEN ECONOMY CANADA,Exeter,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.132656,-80.7685327,7.2,Level 2,GREEN ECONOMY CANADA,Woodstock,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,42.9850087,-81.2433532,7.2,Level 2,GREEN ECONOMY CANADA,London,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.8417655,-79.3796855,7.2,Level 2,GREEN ECONOMY CANADA,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,44.06980451,-79.4233081,7.2,Level 2,GREEN ECONOMY CANADA,Newmarket,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.7873812,-79.534951,7.2,Level 2,GREEN ECONOMY CANADA,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.69058,-79.587937,7.2,Level 2,GREEN ECONOMY CANADA,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.684993,-79.5939659,7.2,Level 2,GREEN ECONOMY CANADA,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.742344044425664,-80.94397661678535,50.0,DC Fast,GREEN ECONOMY CANADA,Listowel,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.64949,-79.34182,7.2,Level 2,GREEN ECONOMY CANADA,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.413411,-80.31926516098031,7.2,Level 2,GREEN ECONOMY CANADA,Cambridge,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.70266784,-79.79494882,50.0,DC Fast,GREEN ECONOMY CANADA,Brampton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
GREEN ECONOMY CANADA,43.59907016,-79.62640703,7.2,Level 2,GREEN ECONOMY CANADA,Mississauga,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
INDIGENOUS CLEAN ENERGY SOCIAL,45.00181961,-74.74085532,50.0,DC Fast,INDIGENOUS CLEAN ENERGY SOCIAL,Akwesasne,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
INDIGENOUS CLEAN ENERGY SOCIAL,45.322178,-78.9837,7.2,Level 2,INDIGENOUS CLEAN ENERGY SOCIAL,Dwight,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
INDIGENOUS CLEAN ENERGY SOCIAL,44.4924748738273,-78.3566656598005,50.0,DC Fast,INDIGENOUS CLEAN ENERGY SOCIAL,Curve Lake,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
POLLUTION PROBE,43.36306,-80.48429,7.2,Level 2,POLLUTION PROBE,Exeter,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
POLLUTION PROBE,43.31314,-81.75409,7.2,Level 2,POLLUTION PROBE,Grand Bend,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
POLLUTION PROBE,43.77496,-79.50053,50.0,DC Fast,POLLUTION PROBE,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
POLLUTION PROBE,43.77918,-79.50019,50.0,DC Fast,POLLUTION PROBE,North York,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
POLLUTION PROBE,43.11294,-80.72648,7.2,Level 2,POLLUTION PROBE,Woodstock,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
POLLUTION PROBE,43.75319,-79.35235,7.2,Level 2,POLLUTION PROBE,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.102509,-80.426549,7.2,Level 2,SCOUT ENVIRONMENTAL,Burford,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.7274813484054,-79.3512973905007,50.0,DC Fast,SCOUT ENVIRONMENTAL,North York,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,45.335723,-79.233437,50.0,DC Fast,SCOUT ENVIRONMENTAL,Huntsville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,42.9924992,-79.2490311,7.2,Level 2,SCOUT ENVIRONMENTAL,Welland,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.766723,-79.279732,7.2,Level 2,SCOUT ENVIRONMENTAL,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.3965467,-79.7520256,7.2,Level 2,SCOUT ENVIRONMENTAL,Oakville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,42.3926982185679,-82.1954618321915,7.2,Level 2,SCOUT ENVIRONMENTAL,Chatham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.5833517,-79.5818249,7.2,Level 2,SCOUT ENVIRONMENTAL,Mississauga,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.2455981,-79.7879353,50.0,DC Fast,SCOUT ENVIRONMENTAL,Hamilton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.4787143,-80.4262094,50.0,DC Fast,SCOUT ENVIRONMENTAL,Kitchener,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,45.0570769,-77.8537127,50.0,DC Fast,SCOUT ENVIRONMENTAL,Bancroft,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,45.4477,-75.5935,7.2,Level 2,SCOUT ENVIRONMENTAL,Ottawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.9686842,-78.274811,50.0,DC Fast,SCOUT ENVIRONMENTAL,Port Hope,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.92901,-80.09063,7.2,Level 2,SCOUT ENVIRONMENTAL,Mono,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.108368146659295,-79.09958956793176,7.2,Level 2,SCOUT ENVIRONMENTAL,Niagara Falls,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.49701,-80.54528,7.2,Level 2,SCOUT ENVIRONMENTAL,Waterloo,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.52421,-79.91105,50.0,DC Fast,SCOUT ENVIRONMENTAL,Milton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,48.476175,-81.351976,50.0,DC Fast,SCOUT ENVIRONMENTAL,Timmins,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.543396,-80.248621,7.2,Level 2,SCOUT ENVIRONMENTAL,Guelph,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.20697,-79.890275,50.0,DC Fast,SCOUT ENVIRONMENTAL,Hamilton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.435661,-79.70694,7.2,Level 2,SCOUT ENVIRONMENTAL,Oakville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,45.330654,-75.710003,7.2,Level 2,SCOUT ENVIRONMENTAL,nepean,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.897503,-79.405514,7.2,Level 2,SCOUT ENVIRONMENTAL,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.413428,-79.7356505,50.0,DC Fast,SCOUT ENVIRONMENTAL,Oakville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,43.66858,-79.30352,7.2,Level 2,SCOUT ENVIRONMENTAL,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,45.08885,-76.193672,7.2,Level 2,SCOUT ENVIRONMENTAL,Carleton Place,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
SCOUT ENVIRONMENTAL,45.27034,-75.305,7.2,Level 2,SCOUT ENVIRONMENTAL,Embrun,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.808561,-79.2439041,50.0,DC Fast,ELEXICON GROUP - STREAM B,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.8503547,-79.0707762,7.2,Level 2,ELEXICON GROUP - STREAM B,Pickering,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.8149442,-79.1207279,7.2,Level 2,ELEXICON GROUP - STREAM B,Pickering,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.8949187,-78.6925551,50.0,DC Fast,ELEXICON GROUP - STREAM B,Bowmanville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.5329575,-80.3219819,7.2,Level 2,ELEXICON GROUP - STREAM B,Guelph,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.840078,-79.037242,50.0,DC Fast,ELEXICON GROUP - STREAM B,Ajax,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.8552714,-79.3043831,7.2,Level 2,ELEXICON GROUP - STREAM B,Unionville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.8420773824492,-79.0358713551331,7.2,Level 2,ELEXICON GROUP - STREAM B,Ajax,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.8442046332522,-79.0372417108384,7.2,Level 2,ELEXICON GROUP - STREAM B,Ajax,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,47.9656708,-84.7903904,50.0,DC Fast,ELEXICON GROUP - STREAM B,Wawa,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.3651198,-79.7804855,7.2,Level 2,ELEXICON GROUP - STREAM B,Burlington,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,44.72927465,-79.8717840246278,50.0,DC Fast,ELEXICON GROUP - STREAM B,Midland,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.9122299,-80.8691601,50.0,DC Fast,ELEXICON GROUP - STREAM B,Harriston,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.574,-80.1433,7.2,Level 2,ELEXICON GROUP - STREAM B,Listwell,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.72788,-80.943668,7.2,Level 2,ELEXICON GROUP - STREAM B,Listowel,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.1899125,-79.7694927,7.2,Level 2,ELEXICON GROUP - STREAM B,Stoney Creek,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.538329,-80.314357,50.0,DC Fast,ELEXICON GROUP - STREAM B,Guelph,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.674215,-80.415089,7.2,Level 2,ELEXICON GROUP - STREAM B,Elora,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,44.3789662,-79.7223927,7.2,Level 2,ELEXICON GROUP - STREAM B,Barrie,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,44.3753116,-79.6906588,7.2,Level 2,ELEXICON GROUP - STREAM B,Barrie,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,44.3640416,-79.6234388,7.2,Level 2,ELEXICON GROUP - STREAM B,Barrie,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,42.3024803,-82.994309,50.0,DC Fast,ELEXICON GROUP - STREAM B,Windsor,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.7796264,-79.3046661,50.0,DC Fast,ELEXICON GROUP - STREAM B,Scarborough,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,42.2593155,-82.4322682,50.0,DC Fast,ELEXICON GROUP - STREAM B,Tilbury,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.1600945,-79.9223836,50.0,DC Fast,ELEXICON GROUP - STREAM B,Hamilton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.7138451,-79.5780033,50.0,DC Fast,ELEXICON GROUP - STREAM B,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.5818444,-79.7733224,50.0,DC Fast,ELEXICON GROUP - STREAM B,Mississauga,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.7282457,-79.2849117,50.0,DC Fast,ELEXICON GROUP - STREAM B,Scarborough,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ELEXICON GROUP - STREAM B,43.4086094,-79.734654,50.0,DC Fast,ELEXICON GROUP - STREAM B,Oakville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.8433278,-79.3504003,50.0,DC Fast,ALECTRA UTILITIES CORPORATION,Markham,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.524214,-79.911047,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Milton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.168424,-79.2177981,7.2,Level 2,ALECTRA UTILITIES CORPORATION,St. Catharines,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,42.959956,-82.3771577,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Sarnia,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,42.991236,-81.2952859,50.0,DC Fast,ALECTRA UTILITIES CORPORATION,London,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.1301,-80.73831,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Woodstock,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.974625,-78.171367,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Cobourg,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.41091,-79.736981,50.0,DC Fast,ALECTRA UTILITIES CORPORATION,Oakville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.8975025,-79.4055142,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Richmond Hill,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,44.141247,-77.4242626,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Belleville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,44.292507,-77.8068368,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Campbellford,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.662773,-79.638484,50.0,DC Fast,ALECTRA UTILITIES CORPORATION,Mississauga,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.3283,-79.8288712,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Burlington,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.61892,-79.534453,50.0,DC Fast,ALECTRA UTILITIES CORPORATION,Etobicoke,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.5915318,-79.7951926,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Mississauga,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.767964,-79.368812,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Toronto,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,44.293971,-78.282278,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Peterborough,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,44.388339,-79.6951352,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Barrie,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.698342,-79.7952333,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Brampton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.854353,-79.7048774,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Caledon,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.615455,-79.7040253,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Mississauga,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,45.326,-79.216,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Huntsville,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.757703,-79.7922172,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Brampton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.181714,-79.249346,7.2,Level 2,ALECTRA UTILITIES CORPORATION,St. Catharines,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,44.146875,-79.8606637,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Alliston,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.58503,-79.6102068,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Mississauga,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.78719,-79.5290653,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Vaughan,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,46.470165,-81.0329665,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Sudbury,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
ALECTRA UTILITIES CORPORATION,43.7186,-79.7064,7.2,Level 2,ALECTRA UTILITIES CORPORATION,Brampton,Available for Intended User,NRCan ZEVIP/EVAFIDI open data (Canada.ca)
